Reason,Year,Month,Day,School_Year
Mechanical Problem,2022,1,19,27
Mechanical Problem,2022,1,20,18
Mechanical Problem,2022,1,21,33
Mechanical Problem,2022,1,24,39
Mechanical Problem,2022,1,25,23
Mechanical Problem,2022,1,26,20
Mechanical Problem,2022,1,27,31
Mechanical Problem,2022,1,28,31
Mechanical Problem,2022,2,2,56
Mechanical Problem,2022,2,3,47
Mechanical Problem,2022,2,4,32
Mechanical Problem,2022,2,7,39
Mechanical Problem,2022,2,8,42
Mechanical Problem,2022,2,9,31
Mechanical Problem,2022,2,10,33
Mechanical Problem,2022,2,11,24
Mechanical Problem,2022,2,14,41
Mechanical Problem,2022,2,15,39
Mechanical Problem,2022,2,16,31
Mechanical Problem,2022,2,17,24
Mechanical Problem,2022,2,18,26
Mechanical Problem,2022,2,28,65
Mechanical Problem,2022,3,1,25
Mechanical Problem,2022,3,2,34
Mechanical Problem,2022,3,4,29
Mechanical Problem,2022,3,7,29
Mechanical Problem,2022,3,8,25
Mechanical Problem,2022,3,9,32
Mechanical Problem,2022,3,11,26
Mechanical Problem,2022,3,14,37
Mechanical Problem,2022,3,15,29
Mechanical Problem,2022,3,16,37
Mechanical Problem,2022,3,17,28
Mechanical Problem,2022,3,21,56
Mechanical Problem,2022,3,22,30
Mechanical Problem,2022,3,23,27
Mechanical Problem,2022,3,24,34
Mechanical Problem,2022,3,25,33
Mechanical Problem,2022,3,28,48
Mechanical Problem,2022,3,29,25
Mechanical Problem,2022,3,30,46
Mechanical Problem,2022,3,31,23
Mechanical Problem,2022,4,1,24
Mechanical Problem,2022,4,4,30
Mechanical Problem,2022,4,5,25
Mechanical Problem,2022,4,6,18
Mechanical Problem,2022,4,7,19
Mechanical Problem,2022,4,8,21
Mechanical Problem,2022,4,11,35
Mechanical Problem,2022,4,12,21
Mechanical Problem,2022,4,13,17
Mechanical Problem,2022,4,14,20
Mechanical Problem,2022,4,25,66
Mechanical Problem,2022,4,26,31
Mechanical Problem,2022,4,27,33
Mechanical Problem,2022,4,28,15
Mechanical Problem,2022,4,29,34
Mechanical Problem,2022,5,2,1
Mechanical Problem,2022,5,3,34
Mechanical Problem,2022,5,4,32
Mechanical Problem,2022,5,5,24
Mechanical Problem,2022,5,6,31
Mechanical Problem,2022,5,9,35
Mechanical Problem,2022,5,10,28
Mechanical Problem,2022,5,11,30
Mechanical Problem,2022,5,12,23
Mechanical Problem,2022,5,13,40
Mechanical Problem,2022,5,16,57
Mechanical Problem,2022,5,17,35
Mechanical Problem,2022,5,18,34
Mechanical Problem,2022,5,19,41
Mechanical Problem,2022,5,20,40
Mechanical Problem,2022,5,23,38
Mechanical Problem,2022,5,24,21
Mechanical Problem,2022,5,25,26
Mechanical Problem,2022,5,26,43
Mechanical Problem,2022,5,27,21
Mechanical Problem,2022,5,31,57
Mechanical Problem,2022,6,1,26
Mechanical Problem,2022,6,2,30
Mechanical Problem,2022,6,3,44
Mechanical Problem,2022,6,6,26
Mechanical Problem,2022,6,8,48
Mechanical Problem,2022,6,10,47
Mechanical Problem,2022,6,13,49
Mechanical Problem,2022,6,14,30
Mechanical Problem,2022,6,15,29
Mechanical Problem,2022,6,16,20
Mechanical Problem,2022,6,17,19
Mechanical Problem,2022,6,21,24
Mechanical Problem,2022,6,22,14
Mechanical Problem,2022,6,23,13
Mechanical Problem,2022,6,24,9
Mechanical Problem,2022,6,27,18
Mechanical Problem,2022,9,13,42
Mechanical Problem,2022,9,14,41
Mechanical Problem,2022,9,15,36
Mechanical Problem,2022,9,16,36
Mechanical Problem,2022,9,19,32
Mechanical Problem,2022,9,20,28
Mechanical Problem,2022,9,21,38
Mechanical Problem,2022,9,22,25
Mechanical Problem,2022,9,23,41
Mechanical Problem,2022,9,28,69
Mechanical Problem,2022,9,29,46
Mechanical Problem,2022,9,30,49
Mechanical Problem,2022,10,3,59
Mechanical Problem,2022,10,4,30
Mechanical Problem,2022,10,6,50
Mechanical Problem,2022,10,7,45
Mechanical Problem,2022,10,11,45
Mechanical Problem,2022,10,12,38
Mechanical Problem,2022,10,13,47
Mechanical Problem,2022,10,14,41
Mechanical Problem,2022,10,17,35
Mechanical Problem,2022,10,18,25
Mechanical Problem,2022,10,19,51
Mechanical Problem,2022,10,20,32
Mechanical Problem,2022,10,21,42
Mechanical Problem,2022,10,24,58
Mechanical Problem,2022,10,25,31
Mechanical Problem,2022,10,26,34
Mechanical Problem,2022,10,27,28
Mechanical Problem,2022,10,28,40
Mechanical Problem,2022,10,31,45
Other,2021,9,14,35
Other,2021,9,15,29
Other,2021,9,17,34
Other,2021,9,20,39
Other,2021,9,21,52
Other,2021,9,22,30
Other,2021,9,23,31
Other,2021,9,24,25
Other,2021,9,27,36
Other,2021,9,28,49
Other,2021,9,29,38
Other,2021,9,30,56
Other,2021,10,1,51
Other,2021,10,4,63
Other,2021,10,5,45
Other,2021,10,6,43
Other,2021,10,7,67
Other,2021,10,8,50
Other,2021,10,12,45
Other,2021,10,13,45
Other,2021,10,14,63
Other,2021,10,15,34
Other,2021,10,18,57
Other,2021,10,19,38
Other,2021,10,20,46
Other,2021,10,21,56
Other,2021,10,22,50
Other,2021,10,25,64
Other,2021,10,26,28
Other,2021,10,27,35
Other,2021,10,28,54
Other,2021,10,29,41
Other,2021,11,1,42
Other,2021,11,3,47
Other,2021,11,4,1
Other,2021,11,5,44
Other,2021,11,8,54
Other,2021,11,9,59
Other,2021,11,10,43
Other,2021,11,15,67
Other,2021,11,16,48
Other,2021,11,17,56
Other,2021,11,18,1
Other,2021,11,19,51
Other,2021,11,22,31
Other,2021,11,23,33
Other,2021,11,24,21
Other,2021,11,29,55
Other,2021,11,30,63
Other,2021,12,1,41
Other,2021,12,2,44
Other,2021,12,3,38
Other,2021,12,6,72
Other,2021,12,7,71
Other,2021,12,8,46
Other,2021,12,9,53
Other,2021,12,10,58
Other,2021,12,13,62
Other,2021,12,14,56
Other,2021,12,15,53
Other,2021,12,16,52
Other,2021,12,17,50
Other,2021,12,20,64
Other,2021,12,21,48
Other,2021,12,22,26
Other,2021,12,23,31
Other,2022,1,3,126
Other,2022,1,4,96
Other,2022,1,5,90
Other,2022,1,6,75
Other,2022,1,7,59
Other,2022,1,10,142
Other,2022,1,11,77
Other,2022,1,12,92
Other,2022,1,13,115
Other,2022,1,14,93
Other,2022,1,18,123
Other,2022,1,19,111
Other,2022,1,20,75
Other,2022,1,21,110
Other,2022,1,24,123
Other,2022,1,25,85
Other,2022,1,26,95
Other,2022,1,27,89
Other,2022,1,28,113
Other,2022,2,2,92
Other,2022,2,3,137
Other,2022,2,4,89
Other,2022,2,7,126
Other,2022,2,8,103
Other,2022,2,9,101
Other,2022,2,10,105
Other,2022,2,11,144
Other,2022,2,14,179
Other,2022,2,15,141
Other,2022,2,16,117
Other,2022,2,17,122
Other,2022,2,18,133
Other,2022,2,28,190
Other,2022,3,1,120
Other,2022,3,2,128
Other,2022,3,4,107
Other,2022,3,7,135
Other,2022,3,8,92
Other,2022,3,9,84
Other,2022,3,11,107
Other,2022,3,14,92
Other,2022,3,15,65
Other,2022,3,16,89
Other,2022,3,17,62
Other,2022,3,18,1
Other,2022,3,21,116
Other,2022,3,22,94
Other,2022,3,23,90
Other,2022,3,24,81
Other,2022,3,25,121
Other,2022,3,28,132
Other,2022,3,29,106
Other,2022,3,30,107
Other,2022,3,31,107
Other,2022,4,1,85
Other,2022,4,4,108
Other,2022,4,5,105
Other,2022,4,6,117
Other,2022,4,7,117
Other,2022,4,8,113
Other,2022,4,11,152
Other,2022,4,12,95
Other,2022,4,13,90
Other,2022,4,14,95
Other,2022,4,25,190
Other,2022,4,26,126
Other,2022,4,27,117
Other,2022,4,28,137
Other,2022,4,29,120
Other,2022,5,3,107
Other,2022,5,4,86
Other,2022,5,5,99
Other,2022,5,6,92
Other,2022,5,9,118
Other,2022,5,10,112
Other,2022,5,11,120
Other,2022,5,12,106
Other,2022,5,13,131
Other,2022,5,16,148
Other,2022,5,17,144
Other,2022,5,18,126
Other,2022,5,19,118
Other,2022,5,20,126
Other,2022,5,23,121
Other,2022,5,24,106
Other,2022,5,25,107
Other,2022,5,26,96
Other,2022,5,27,87
Other,2022,5,31,136
Other,2022,6,1,118
Other,2022,6,2,123
Other,2022,6,3,114
Other,2022,6,6,90
Other,2022,6,8,94
Other,2022,6,10,85
Other,2022,6,13,102
Other,2022,6,14,85
Other,2022,6,15,73
Other,2022,6,16,81
Other,2022,6,17,73
Other,2022,6,21,57
Other,2022,6,22,61
Other,2022,6,23,45
Other,2022,6,24,60
Other,2022,6,27,45
Other,2022,9,13,92
Other,2022,9,14,66
Other,2022,9,15,93
Other,2022,9,16,78
Other,2022,9,19,108
Other,2022,9,20,77
Other,2022,9,21,111
Other,2022,9,22,95
Other,2022,9,23,85
Other,2022,9,28,109
Other,2022,9,29,131
Other,2022,9,30,88
Other,2022,10,3,145
Other,2022,10,4,87
Other,2022,10,6,130
Other,2022,10,7,105
Other,2022,10,11,66
Other,2022,10,12,114
Other,2022,10,13,105
Other,2022,10,14,82
Other,2022,10,17,91
Other,2022,10,18,84
Other,2022,10,19,91
Other,2022,10,20,117
Other,2022,10,21,102
Other,2022,10,24,134
Other,2022,10,25,135
Other,2022,10,26,110
Other,2022,10,27,129
Other,2022,10,28,115
Other,2022,10,31,108
Problem Run,2021,9,14,6
Problem Run,2021,9,15,8
Problem Run,2021,9,17,7
Problem Run,2021,9,20,11
Problem Run,2021,9,21,15
Problem Run,2021,9,22,27
Problem Run,2021,9,23,23
Problem Run,2021,9,24,35
Problem Run,2021,9,27,19
Problem Run,2021,9,28,19
Problem Run,2021,9,29,16
Problem Run,2021,9,30,20
Problem Run,2021,10,1,38
Problem Run,2021,10,4,22
Problem Run,2021,10,5,26
Problem Run,2021,10,6,26
Problem Run,2021,10,7,31
Problem Run,2021,10,8,22
Problem Run,2021,10,12,35
Problem Run,2021,10,13,25
Problem Run,2021,10,14,27
Problem Run,2021,10,15,29
Problem Run,2021,10,18,27
Problem Run,2021,10,19,120
Problem Run,2021,10,20,199
Problem Run,2021,10,21,196
Problem Run,2021,10,22,179
Problem Run,2021,10,25,192
Problem Run,2021,10,26,168
Problem Run,2021,10,27,179
Problem Run,2021,10,28,202
Problem Run,2021,10,29,215
Problem Run,2021,11,1,222
Problem Run,2021,11,3,224
Problem Run,2021,11,5,166
Problem Run,2021,11,8,220
Problem Run,2021,11,9,204
Problem Run,2021,11,10,151
Problem Run,2021,11,15,124
Problem Run,2021,11,16,52
Problem Run,2021,11,17,67
Problem Run,2021,11,19,49
Problem Run,2021,11,22,54
Problem Run,2021,11,23,42
Problem Run,2021,11,24,42
Problem Run,2021,11,29,70
Problem Run,2021,11,30,75
Problem Run,2021,12,1,72
Problem Run,2021,12,2,71
Problem Run,2021,12,3,68
Problem Run,2021,12,6,67
Problem Run,2021,12,7,64
Problem Run,2021,12,8,53
Problem Run,2021,12,9,49
Problem Run,2021,12,10,52
Problem Run,2021,12,13,12
Problem Run,2021,12,14,15
Problem Run,2021,12,15,15
Problem Run,2021,12,16,14
Problem Run,2021,12,17,13
Problem Run,2021,12,20,12
Problem Run,2021,12,21,11
Problem Run,2021,12,22,11
Problem Run,2021,12,23,14
Problem Run,2022,1,3,12
Problem Run,2022,1,4,11
Problem Run,2022,1,5,4
Problem Run,2022,1,6,10
Problem Run,2022,1,7,5
Problem Run,2022,1,10,10
Problem Run,2022,1,11,8
Problem Run,2022,1,12,5
Problem Run,2022,1,13,9
Problem Run,2022,1,14,10
Problem Run,2022,1,18,5
Problem Run,2022,1,19,4
Problem Run,2022,1,20,5
Problem Run,2022,1,21,4
Problem Run,2022,1,24,8
Problem Run,2022,1,25,4
Problem Run,2022,1,26,7
Problem Run,2022,1,27,4
Problem Run,2022,1,28,4
Problem Run,2022,2,2,2
Problem Run,2022,2,3,6
Problem Run,2022,2,4,4
Problem Run,2022,2,7,6
Problem Run,2022,2,8,8
Problem Run,2022,2,9,9
Problem Run,2022,2,10,10
Problem Run,2022,2,11,7
Problem Run,2022,2,14,4
Problem Run,2022,2,15,7
Problem Run,2022,2,16,5
Problem Run,2022,2,17,5
Problem Run,2022,2,18,7
Problem Run,2022,2,28,2
Problem Run,2022,3,1,2
Problem Run,2022,3,2,2
Problem Run,2022,3,4,4
Problem Run,2022,3,7,3
Problem Run,2022,3,8,4
Problem Run,2022,3,9,5
Problem Run,2022,3,11,6
Problem Run,2022,3,14,4
Problem Run,2022,3,15,2
Problem Run,2022,3,16,3
Problem Run,2022,3,17,3
Problem Run,2022,3,21,2
Problem Run,2022,3,22,2
Problem Run,2022,3,23,1
Problem Run,2022,3,24,1
Problem Run,2022,3,25,1
Problem Run,2022,3,28,2
Problem Run,2022,3,29,1
Problem Run,2022,3,30,2
Problem Run,2022,3,31,2
Problem Run,2022,4,4,2
Problem Run,2022,4,5,1
Problem Run,2022,4,6,2
Problem Run,2022,4,7,1
Problem Run,2022,4,8,1
Problem Run,2022,4,11,2
Problem Run,2022,4,12,2
Problem Run,2022,4,13,3
Problem Run,2022,4,14,1
Problem Run,2022,4,25,2
Problem Run,2022,4,26,1
Problem Run,2022,4,27,2
Problem Run,2022,4,28,2
Problem Run,2022,4,29,5
Problem Run,2022,5,3,6
Problem Run,2022,5,4,9
Problem Run,2022,5,5,5
Problem Run,2022,5,6,3
Problem Run,2022,5,9,7
Problem Run,2022,5,10,5
Problem Run,2022,5,11,1
Problem Run,2022,5,12,3
Problem Run,2022,5,13,3
Problem Run,2022,5,16,4
Problem Run,2022,5,17,3
Problem Run,2022,5,18,5
Problem Run,2022,5,19,3
Problem Run,2022,5,20,3
Problem Run,2022,5,23,2
Problem Run,2022,5,24,1
Problem Run,2022,5,25,1
Problem Run,2022,5,26,5
Problem Run,2022,5,31,2
Problem Run,2022,6,1,1
Problem Run,2022,6,2,1
Problem Run,2022,6,3,1
Problem Run,2022,6,6,3
Problem Run,2022,6,13,2
Problem Run,2022,6,14,1
Problem Run,2022,9,13,1
Problem Run,2022,9,14,3
Problem Run,2022,9,15,6
Problem Run,2022,9,16,11
Problem Run,2022,9,19,12
Problem Run,2022,9,20,11
Problem Run,2022,9,21,15
Problem Run,2022,9,22,12
Problem Run,2022,9,23,11
Problem Run,2022,9,28,12
Problem Run,2022,9,29,13
Problem Run,2022,9,30,13
Problem Run,2022,10,3,20
Problem Run,2022,10,4,13
Problem Run,2022,10,6,15
Problem Run,2022,10,7,15
Problem Run,2022,10,11,9
Problem Run,2022,10,12,17
Problem Run,2022,10,13,15
Problem Run,2022,10,14,11
Problem Run,2022,10,17,16
Problem Run,2022,10,18,11
Problem Run,2022,10,19,9
Problem Run,2022,10,20,16
Problem Run,2022,10,21,19
Problem Run,2022,10,24,13
Problem Run,2022,10,25,15
Problem Run,2022,10,26,14
Problem Run,2022,10,27,12
Problem Run,2022,10,28,19
Problem Run,2022,10,31,19
Weather Conditions,2021,9,24,26
Weather Conditions,2021,10,4,1
Weather Conditions,2021,10,26,152
Weather Conditions,2021,10,27,35
Weather Conditions,2021,11,22,1
Weather Conditions,2021,12,2,7
Weather Conditions,2021,12,6,19
Weather Conditions,2021,12,22,4
Weather Conditions,2022,1,5,52
Weather Conditions,2022,1,7,257
Weather Conditions,2022,1,20,26
Weather Conditions,2022,1,24,10
Weather Conditions,2022,1,27,1
Weather Conditions,2022,1,28,4
Weather Conditions,2022,2,2,23
Weather Conditions,2022,2,3,24
Weather Conditions,2022,2,4,69
Weather Conditions,2022,2,7,29
Weather Conditions,2022,2,14,14
Weather Conditions,2022,2,18,10
Weather Conditions,2022,3,9,3
Weather Conditions,2022,3,17,5
Weather Conditions,2022,3,24,15
Weather Conditions,2022,3,31,1
Weather Conditions,2022,4,1,2
Weather Conditions,2022,4,4,1
Weather Conditions,2022,4,6,38
Weather Conditions,2022,4,7,2
Weather Conditions,2022,4,8,18
Weather Conditions,2022,4,27,1
Weather Conditions,2022,5,4,29
Weather Conditions,2022,5,6,7
Weather Conditions,2022,5,19,64
Weather Conditions,2022,6,9,1
Weather Conditions,2022,6,13,1
Weather Conditions,2022,6,16,16
Weather Conditions,2022,6,22,2
Weather Conditions,2022,9,13,36
Weather Conditions,2022,9,22,18
Weather Conditions,2022,10,3,4
Weather Conditions,2022,10,4,92
Weather Conditions,2022,10,14,1
Weather Conditions,2022,10,17,2
Weather Conditions,2022,10,24,38
Weather Conditions,2022,10,25,37
Weather Conditions,2022,10,26,20
Won`t Start,2021,9,14,23
Won`t Start,2021,9,15,3
Won`t Start,2021,9,17,9
Won`t Start,2021,9,20,7
Won`t Start,2021,9,21,5
Won`t Start,2021,9,22,7
Won`t Start,2021,9,23,15
Won`t Start,2021,9,24,5
Won`t Start,2021,9,27,8
Won`t Start,2021,9,28,6
Won`t Start,2021,9,29,4
Won`t Start,2021,9,30,4
Won`t Start,2021,10,1,3
Won`t Start,2021,10,4,12
Won`t Start,2021,10,5,6
Won`t Start,2021,10,6,5
Won`t Start,2021,10,7,9
Won`t Start,2021,10,8,6
Won`t Start,2021,10,12,12
Won`t Start,2021,10,13,11
Won`t Start,2021,10,14,8
Won`t Start,2021,10,15,10
Won`t Start,2021,10,18,12
Won`t Start,2021,10,19,5
Won`t Start,2021,10,20,8
Won`t Start,2021,10,21,5
Won`t Start,2021,10,22,1
Won`t Start,2021,10,25,12
Won`t Start,2021,10,26,3
Won`t Start,2021,10,27,12
Won`t Start,2021,10,28,8
Won`t Start,2021,10,29,10
Won`t Start,2021,11,1,15
Won`t Start,2021,11,3,1
Won`t Start,2021,11,5,5
Won`t Start,2021,11,8,7
Won`t Start,2021,11,9,6
Won`t Start,2021,11,10,2
Won`t Start,2021,11,15,11
Won`t Start,2021,11,16,4
Won`t Start,2021,11,17,3
Won`t Start,2021,11,19,6
Won`t Start,2021,11,22,7
Won`t Start,2021,11,23,8
Won`t Start,2021,11,24,3
Won`t Start,2021,11,29,6
Won`t Start,2021,11,30,11
Won`t Start,2021,12,1,4
Won`t Start,2021,12,2,9
Won`t Start,2021,12,3,3
Won`t Start,2021,12,6,9
Won`t Start,2021,12,7,5
Won`t Start,2021,12,8,3
Won`t Start,2021,12,9,2
Won`t Start,2021,12,10,5
Won`t Start,2021,12,13,4
Won`t Start,2021,12,14,4
Won`t Start,2021,12,15,6
Won`t Start,2021,12,16,3
Won`t Start,2021,12,17,5
Won`t Start,2021,12,20,7
Won`t Start,2021,12,21,3
Won`t Start,2021,12,22,2
Won`t Start,2021,12,23,3
Won`t Start,2022,1,3,8
Won`t Start,2022,1,4,1
Won`t Start,2022,1,5,5
Won`t Start,2022,1,7,3
Won`t Start,2022,1,10,6
Won`t Start,2022,1,11,4
Won`t Start,2022,1,12,3
Won`t Start,2022,1,13,4
Won`t Start,2022,1,14,5
Won`t Start,2022,1,18,10
Won`t Start,2022,1,19,6
Won`t Start,2022,1,20,3
Won`t Start,2022,1,21,9
Won`t Start,2022,1,24,3
Won`t Start,2022,1,25,8
Won`t Start,2022,1,26,2
Won`t Start,2022,1,27,11
Won`t Start,2022,1,28,3
Won`t Start,2022,2,2,8
Won`t Start,2022,2,3,5
Won`t Start,2022,2,7,7
Won`t Start,2022,2,8,7
Won`t Start,2022,2,9,7
Won`t Start,2022,2,10,7
Won`t Start,2022,2,11,7
Won`t Start,2022,2,14,5
Won`t Start,2022,2,15,8
Won`t Start,2022,2,16,6
Won`t Start,2022,2,17,6
Won`t Start,2022,2,18,6
Won`t Start,2022,2,28,11
Won`t Start,2022,3,1,2
Won`t Start,2022,3,2,3
Won`t Start,2022,3,4,6
Won`t Start,2022,3,7,8
Won`t Start,2022,3,8,3
Won`t Start,2022,3,9,8
Won`t Start,2022,3,11,7
Won`t Start,2022,3,14,8
Won`t Start,2022,3,15,5
Won`t Start,2022,3,16,6
Won`t Start,2022,3,17,5
Won`t Start,2022,3,21,8
Won`t Start,2022,3,22,7
Won`t Start,2022,3,23,6
Won`t Start,2022,3,24,2
Won`t Start,2022,3,25,3
Won`t Start,2022,3,28,12
Won`t Start,2022,3,29,4
Won`t Start,2022,3,30,8
Won`t Start,2022,3,31,3
Won`t Start,2022,4,1,6
Won`t Start,2022,4,4,4
Won`t Start,2022,4,5,3
Won`t Start,2022,4,7,2
Won`t Start,2022,4,8,6
Won`t Start,2022,4,11,4
Won`t Start,2022,4,12,2
Won`t Start,2022,4,13,5
Won`t Start,2022,4,25,14
Won`t Start,2022,4,26,3
Won`t Start,2022,4,27,2
Won`t Start,2022,4,28,7
Won`t Start,2022,4,29,5
Won`t Start,2022,5,3,7
Won`t Start,2022,5,4,5
Won`t Start,2022,5,5,4
Won`t Start,2022,5,6,4
Won`t Start,2022,5,9,7
Won`t Start,2022,5,10,5
Won`t Start,2022,5,11,4
Won`t Start,2022,5,12,4
Won`t Start,2022,5,13,6
Won`t Start,2022,5,16,6
Won`t Start,2022,5,17,1
Won`t Start,2022,5,18,4
Won`t Start,2022,5,19,2
Won`t Start,2022,5,20,4
Won`t Start,2022,5,23,3
Won`t Start,2022,5,24,2
Won`t Start,2022,5,25,3
Won`t Start,2022,5,26,6
Won`t Start,2022,5,27,2
Won`t Start,2022,5,31,5
Won`t Start,2022,6,1,2
Won`t Start,2022,6,2,2
Won`t Start,2022,6,3,1
Won`t Start,2022,6,6,4
Won`t Start,2022,6,8,3
Won`t Start,2022,6,10,7
Won`t Start,2022,6,13,14
Won`t Start,2022,6,14,5
Won`t Start,2022,6,15,1
Won`t Start,2022,6,17,4
Won`t Start,2022,6,21,2
Won`t Start,2022,6,22,2
Won`t Start,2022,6,23,1
Won`t Start,2022,6,24,2
Won`t Start,2022,6,27,3
Won`t Start,2022,9,13,1
Won`t Start,2022,9,14,1
Won`t Start,2022,9,15,4
Won`t Start,2022,9,16,5
Won`t Start,2022,9,19,3
Won`t Start,2022,9,20,8
Won`t Start,2022,9,21,2
Won`t Start,2022,9,22,9
Won`t Start,2022,9,23,4
Won`t Start,2022,9,28,10
Won`t Start,2022,9,29,6
Won`t Start,2022,9,30,5
Won`t Start,2022,10,3,2
Won`t Start,2022,10,4,5
Won`t Start,2022,10,6,15
Won`t Start,2022,10,7,4
Won`t Start,2022,10,11,4
Won`t Start,2022,10,12,4
Won`t Start,2022,10,13,8
Won`t Start,2022,10,14,5
Won`t Start,2022,10,17,6
Won`t Start,2022,10,18,5
Won`t Start,2022,10,19,6
Won`t Start,2022,10,20,11
Won`t Start,2022,10,21,3
Won`t Start,2022,10,24,8
Won`t Start,2022,10,25,1
Won`t Start,2022,10,26,2
Won`t Start,2022,10,27,9
Won`t Start,2022,10,28,6
Won`t Start,2022,10,31,11
